#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
6385702;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385711;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385723;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385735;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385747;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;38 ;"8";1;1;COM3;;
6385762;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;a7 ;"ß";1;1;COM3;;
6385786;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385795;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385807;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385819;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385831;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;39 ;"9";1;1;COM3;;
6385846;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;a6 ;"¶";1;1;COM3;;
6385870;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385879;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385890;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385902;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385914;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;3a ;":";1;1;COM3;;
6385926;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;a5 ;"•";1;1;COM3;;
6385948;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385958;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385972;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385984;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385996;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;3c ;"<";1;1;COM3;;
